datetime,http_user_agent,uniq_id,path,cresp_country,cresp_asn,cresp_subnet,bot_type
2026-05-29 21:18:01.099000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",1Isq5voRlSw1,/blog/what-is-web-log-analysis,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-26 02:37:27.330000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",RbWSQu2QOSw1,/blog/spectrumdata-case-study,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-26 03:40:46.017000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",keX5hNIGLuQ1,/press-center/obzor-technologii-Servicepipe-DosGate,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-26 03:40:46.017000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",keX8hNIGLa61,/cybert,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-26 03:40:46.017000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",keX9hNIGLSw1,/uploads/Onepager_SP_Network_D_Do_S_Protection_1342af6627.pdf,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-26 03:40:46.026000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",keX3iNIGLuQ1,/web-ddos-protection,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-26 03:40:46.026000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",keX4iNIGLuQ1,/dosgate,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-26 03:40:48.727000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",meXa4SIGLGk1,/secure-dns-hosting,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-26 03:40:46.077000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",keXSB4uv0mI1,/telecom,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-26 03:40:16.471000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",GeXxMItvBGk1,/ip-transit,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-26 03:40:45.965000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",jeXt04uvBuQ1,/finance,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-26 03:40:46.023000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",keXV64uvBuQ1,/assets/pdf/servicepipe-network-ddos-protection.pdf,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-26 02:44:06.695000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",6iWSjOGQH8c1,/press-center/skolko_zarabativayut_ib_specialisti,CH,8075,51.107.0.0/16,ChatGPT-User
2026-05-26 02:38:49.430000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",ncWKdjCvliE1,/blog/waf-or-bot-protection,ES,8075,68.220.0.0/15,ChatGPT-User
2026-05-31 10:55:13.566000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",DtjKHpkOgGk1,/web-ddos-protection,ES,8075,68.220.0.0/15,ChatGPT-User
2026-05-31 10:55:13.566000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",DtjLHpkOgGk1,/retail,ES,8075,68.220.0.0/15,ChatGPT-User
2026-05-31 10:55:13.569000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",Dtj5b9PsEmI1,/ip-transit,ES,8075,68.220.0.0/15,ChatGPT-User
2026-05-31 10:55:13.576000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",DtjRb9PsEeA1,/press-center/zloumishlenniki_nachali_aktivno_osvaivat_rossiyskiye_botneti,ES,8075,68.220.0.0/15,ChatGPT-User
2026-05-31 10:57:54.354000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",svjRsYnOHuQ1,/press-center/kakie_kiberriski_ugrozhaut_biznesu_i_polzovatelyam_v_2025_godu,ES,8075,68.220.0.0/15,ChatGPT-User
2026-05-18 15:16:38.606000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)",cGbsn3CEkW21,/uploads/Tehnologii_Dobra_Services_9341b2cd67.png,US,8075,74.7.0.0/16,GPTBot
2026-05-18 15:27:19.105000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ChatGPT-User/1.0; +https://openai.com/bot)",JRbABkNwua61,/.vite/manifest.json,IE,62904,89.127.198.0/23,ChatGPT-User
2026-05-18 15:27:01.825000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)",1RbPtPNwuGk1,/asset-manifest.json,IE,62904,89.127.198.0/23,GPTBot
2026-05-30 08:45:30.288000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",UjgC0uoYS8c1,/press-center/kolichestvo_it_specialistov_v_rossii_vyroslo,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-29 19:31:06.555000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",6VqTuM19t4Y1,/blog/what-is-web-log-analysis,GB,8075,20.0.0.0/11,ChatGPT-User
2026-05-29 19:46:00.329000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",0kq8sOxuLa61,/press-center/v_ugolovnom_kodekse_mogut_poyavitsya_nakazaniya_za_ddos,DE,8075,51.116.0.0/16,ChatGPT-User
2026-05-29 18:31:55.706000000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.4; +https://openai.com/searchbot",tVpT4pXY3Sw1,/retail,US,8075,74.7.0.0/16,OAI-SearchBot
2026-05-29 18:31:56.222000000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.4; +https://openai.com/searchbot",uVpu5ZS96a61,/blog/nubes-case-study,US,8075,74.7.0.0/16,OAI-SearchBot
2026-05-29 18:31:55.207000000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.4; +https://openai.com/searchbot",tVpRQXS960U1,/finance,US,8075,74.7.0.0/16,OAI-SearchBot
2026-05-29 19:04:56.471000000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.4; +https://openai.com/searchbot",u4q12sJ9LqM1,/uploads/Nubes_D_Do_S_Attack_July_2025_H_28a7c2dcdf.png,US,8075,74.7.0.0/16,OAI-SearchBot
2026-05-29 19:50:53.515000000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.4; +https://openai.com/searchbot",roqpnkU9DiE1,/blog/what-is-web-log-analysis,US,8075,74.7.0.0/16,OAI-SearchBot
2026-05-30 22:52:04.117000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",4quCspORI0U1,/blog/behavioral-factors-cheating,US,8075,172.208.0.0/13,ChatGPT-User
2026-05-30 22:55:20.856000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",KtuDFQQYG8c1,/antibot,US,8075,52.224.0.0/11,ChatGPT-User
2026-05-26 20:03:29.408000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",T3oAs0dHGqM1,/press-center/tehnologii-dobra-final,BE,8075,9.160.0.0/16,ChatGPT-User
2026-05-31 06:32:59.924000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",xWfYjuZ96eA1,/news/michail_khlebunov_iz_servicepipe_sberbank_atakuyut_dazhe_pioneri,US,8075,23.96.0.0/14,ChatGPT-User
2026-05-30 13:52:01.732000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",1qlL4hLOrCg1,/press-center/kolichestvo_it_specialistov_v_rossii_vyroslo,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-30 14:09:17.073000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",H9mLE5e9HSw1,/press-center/kakim_dlya_rinka_kiberbeza_bil_2024_god_i_kakim_budet_2025,US,8075,23.96.0.0/14,ChatGPT-User
2026-05-22 13:36:08.529000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",8ad4c4BGAa61,/blog/what-is-bgp-protocol,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-22 13:50:12.548000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",CodklHGvsGk1,/waf,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-22 13:50:32.083000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",WodJWgGvseA1,/web-ddos-protection,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-22 13:50:32.088000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",WodvWgGvseA1,/press-center/web-2023-waf,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-22 13:50:32.088000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",WodwWgGvseA1,/blog/waf-or-bot-protection,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-22 13:50:32.094000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",WodEXgGvsW21,/partners/wmx,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-22 13:50:32.140000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",WodLCvdHeiE1,/news,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-22 13:52:17.272000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",HqdWQtSQ2Os1,/press-center/chem_grozit_biznesu_otkaz_ot_servisov_cloudflare,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-22 13:22:23.621000000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.4; +https://openai.com/searchbot",NMdLHBsGQ8c1,/blog/sipuni-case-study,US,8075,74.7.0.0/16,OAI-SearchBot
2026-05-22 14:15:03.555000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",3Fe1MOAHA4Y1,/blog/bot-management-rules,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-22 14:02:01.332000000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.4; +https://openai.com/searchbot",12eGAxUvCqM1,/press-center/web-2023-waf,US,8075,74.7.0.0/16,OAI-SearchBot
2026-05-22 14:02:00.570000000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.4; +https://openai.com/searchbot",02eNCTeQUCg1,/partners/wmx,US,8075,74.7.0.0/16,OAI-SearchBot
2026-05-25 06:26:39.690000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",dQZ2qxYvoCg1,/press-center/kolichestvo_it_specialistov_v_rossii_vyroslo,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-25 06:34:03.373000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",3YZerwrQiqM1,/blog/behavioral-factors-cheating,CH,8075,51.107.0.0/16,ChatGPT-User
2026-05-21 06:05:11.391000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",B5Vw7mQv4Ko1,/web-ddos-protection,CH,8075,20.192.0.0/10,ChatGPT-User
2026-05-25 05:55:08.714000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",8tYk9HwvmCg1,/finance,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-25 05:55:08.721000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",8tYTAHwvmKo1,/press-center/gossopka_reportazh_2026,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-25 05:55:08.731000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",8tY6gwYGW4Y1,/press-center/startapi-i-export-rossiyskogo-ib,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-25 06:04:41.524000000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.4; +https://openai.com/searchbot",f4Z1C2LQP8c1,/press-center/startapi-i-export-rossiyskogo-ib,US,8075,74.7.0.0/16,OAI-SearchBot
2026-05-27 07:43:08.915000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",8hckcxXHiiE1,/press-center/kolichestvo_it_specialistov_v_rossii_vyroslo,US,8075,172.128.0.0/10,ChatGPT-User
2026-05-27 08:04:15.691000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",F4dpqFsHNeA1,/antibot,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-27 08:04:15.697000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",F4dahthQ6qM1,/blog/custom-rules,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-27 08:04:15.703000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",F4dvhthQ60U1,/cybert,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-27 08:04:15.703000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",F4dwhthQ6iE1,/waf,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-27 08:04:15.716000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",F4doithQ6uQ1,/blog/advanced_analytics,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-27 08:04:15.728000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",F4dZNcKGd0U1,/blog/waf-or-bot-protection,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-27 08:04:15.734000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",F4dtNcKGd0U1,/blog/custom_events,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-27 08:04:15.734000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",F4duNcKGdiE1,/blog/faster-configs-delivery,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-27 08:04:15.734000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",F4dvNcKGdOs1,/blog/digital-bank-case-study,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-27 08:01:49.171000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",n1dveopH88c1,/press-center/neiroset_skoro_budet_pisat_vtroe_bolshe_koda,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-27 08:06:54.627000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",s6drnMkQpKo1,/web-ddos-protection,US,8075,52.152.0.0/13,ChatGPT-User
2026-05-31 07:50:29.526000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",TogPmSdY7uQ1,/press-center/mincifri_mozhet_obyazat_it_biznes_pomogat_shkolam_i_kolledjam,US,8075,23.96.0.0/14,ChatGPT-User
2026-05-25 16:13:46.660000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",kDjFwTnGuKo1,/blog/spectrumdata-case-study,CH,8075,20.192.0.0/10,ChatGPT-User
2026-05-25 16:01:30.965000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",U1jm1vXGWOs1,/press-center/kolichestvo_it_specialistov_v_rossii_vyroslo,DE,8075,51.116.0.0/16,ChatGPT-User
2026-05-22 16:20:42.655000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",gKgAYqHQQW21,/press-center/pochemu_rastet_rinok_bezopasnoy_razrabotki_softa,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-22 16:31:01.968000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",1VgETOXvrKo1,/press-center/kolichestvo_it_specialistov_v_rossii_vyroslo,US,8075,52.160.0.0/11,ChatGPT-User
2026-05-30 11:47:26.253000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",QljfZhVuQW21,/press-center/companiya-Servicepipe-stala-rezidentom-Skolkovo,US,8075,52.152.0.0/13,ChatGPT-User
2026-05-26 06:10:15.709000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",FAaxwgqQ9Os1,/press-center/kolichestvo_it_specialistov_v_rossii_vyroslo,CH,8075,20.192.0.0/10,ChatGPT-User
2026-05-23 19:57:43.403000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",hvk8677vwa61,/blog/innostage-case-study,IT,8075,172.208.0.0/13,ChatGPT-User
2026-05-23 20:14:45.090000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",jElE1vNQc4Y1,/press-center/delo-prinimaet-durnoj-oborot,DE,8075,51.116.0.0/16,ChatGPT-User
2026-05-23 20:23:01.524000000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.4; +https://openai.com/searchbot",1NlVlhbHX4Y1,/press-center/delo-prinimaet-durnoj-oborot,US,8075,74.7.0.0/16,OAI-SearchBot
2026-05-25 17:39:48.121000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",mdkUHeOv14Y1,/blog/good-and-bad-bots,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-25 17:39:48.128000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",mdkGIeOv1Sw1,/press-center/kolichestvo_atak_umnyh_botov_na_mfo_viroslo,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-25 17:39:48.128000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",mdkHIeOv1iE1,/press-center,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-25 17:39:48.669000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",mdkP8fOv1uQ1,/press-center/hackeri_nachali_atakovat_banki_prodvinutym_botnetom,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-25 17:39:48.128000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",mdkFXIxQWiE1,/blog/how-to-protect-api,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-25 17:39:48.134000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",mdkgXIxQWSw1,/press-center/zashhita-veb-prilozhenij,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-25 17:39:48.134000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",mdkhXIxQWGk1,/press-center/ekspert-otcenil-poteri-bankov-iz-za-khakerskikh-atak,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-25 17:39:48.134000000,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko); compatible; ChatGPT-User/1.0; +https://openai.com/bot",mdkiXIxQWmI1,/press-center/moschenniki_stali_atakovat_rossiyan_s_pomoschiyu_sms_bombinga,PL,8075,20.192.0.0/10,ChatGPT-User
2026-05-25 17:48:07.633000000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.4; +https://openai.com/searchbot",7mkwCM0HYKo1,/press-center/ekspert-otcenil-poteri-bankov-iz-za-khakerskikh-atak,US,8075,74.7.0.0/16,OAI-SearchBot
2026-05-25 17:48:08.336000000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.4; +https://openai.com/searchbot",8mkQCN0HYiE1,/press-center/hackeri_nachali_atakovat_banki_prodvinutym_botnetom,US,8075,74.7.0.0/16,OAI-SearchBot
